"ppm","eng_sp1","eng_sp2","eng_sp3","eng_sp4","eng_sp5","fuel_sp1","fuel_sp2","fuel_sp3","fuel_sp4","fuel_sp5","gear_sp1","gear_sp2","gear_sp3","gear_sp4","gear_sp5","nav_sp1","nav_sp2","nav_sp3","nav_sp4","nav_sp5"
1417.53,1.57,1.53,5.18,6.53,3.11,17.95,-4.64,12.64,12.3,5.88,24.85,-6.37,17.27,-0.71,18.18,-2.31,0.6,52.75,2.02,13.1417826940205
1302.97,0.89,3.69,2,5.14,-3.13,10.61,12.58,17.28,6.28,23.48,11.14,16.22,1.63,29.02,46.35,60.69,-8.52,17.4,-6.71,55.9650226347414
1469.15,-0.02,3.22,6.73,13.6,4.67,6.61,4.1,-3.69,11.95,3.39,27.27,8.49,14.16,13.28,20.68,0.6,15.98,39.34,29.65,25.5653172530207
1187.73,1.69,3.04,0.98,8.08,6.1,7.39,10.63,15.28,21.7,-7.84,2.98,11.67,-5,50.06,30.98,32.96,15.66,0.84,11.99,24.9632460957998
1670.52,1.68,1.44,2.71,3.07,14.32,5.91,17.85,0.69,6.07,10.74,32.3,17.69,2.44,16.81,-10.62,27.14,-4.3,-14.65,46.12,-2.61584834080514
1306.22,2.74,0.59,6.69,0.76,2.36,8.58,5.89,17.65,8.61,21.77,1.36,-6.39,5.2,25.06,0.62,0.64,17.91,14.33,7.37,34.865250562802
1400.7,1.03,0.56,1.28,9.04,10.29,14.96,15.31,10.6,5.23,14.69,20.58,38.63,34.7,6.83,27.65,0.05,16.43,39.13,31.9,49.1485312118824
1291.29,0.64,-2.02,6.44,6.2,6.54,10.93,8.69,25.82,7.06,14.55,-1.81,6.98,8.18,9.34,15.26,16.48,16.54,-4.72,13.77,31.8021095814198
1302.22,0.38,6.44,7.33,17.13,12.82,3.63,6.48,9.89,8.28,29.71,4.85,31.77,18.44,5.39,16.74,11.31,26.35,20.32,-7.49,-5.06130288210144
1471.85,0.5,0.73,8.82,8.51,11.01,2.72,-0.67,9.82,8.9,2.3,27.35,16.33,11.95,22.44,-13.89,17.55,17.49,-3.3,55.36,45.4238280754045
1335.56,0.15,6.73,8.57,6.17,7.29,11.93,-1.68,3.06,2.16,-5.03,13.74,3.48,13.09,14.35,26.9,28.62,25.6,7.71,27.62,-1.28739730259922
1435.93,1.03,3.11,6.34,2.85,8.13,7.38,7.81,20.03,12.7,10.33,25.18,18.83,19.76,-17.21,5.75,28.5,-0.54,-9.61,31.67,69.0474796316711
1234.06,1.91,2.88,3.74,4.16,1.79,4.6,11.56,8.89,16.69,15.44,2.33,5.96,5.48,-11.1,7.98,22.41,7.68,1.03,24.32,30.3761687052023
1281.19,1.47,-0.32,1.6,1.03,7.62,18.35,14.87,-2.5,11.69,17.2,-1.3,22.87,5.63,7.05,-7.06,16.05,7.23,-29.42,7.07,36.1983642717986
1141.7,0.83,-0.8,-1.47,6.65,1.45,7.93,10.84,0.5,28.04,31.15,19.14,28.56,29.16,15.91,-5.39,32.06,40.39,40.12,43.73,0.556481165588607
1354.1,0.9,3.37,1.3,9.85,9.23,-2.62,-5.8,-2.58,14.44,-9.11,22.25,29.4,12.94,19.24,34.61,22.86,10.36,53.09,12.68,-26.1309935456824
1216.74,0.84,6.74,4.45,4.21,-0.88,5.89,1.71,6.99,19.94,12.34,4.95,23.92,13.04,24.74,8.44,15.17,64.79,8.67,30.46,-4.74703223616219
1734.46,0.56,2.5,0.86,0.7,12.23,5.14,0.61,12.76,21.37,8.17,37.79,31.3,21.9,13.08,15.54,-7.65,8.04,21.11,-10.28,4.9454743600694
1377.37,1.11,5.04,-2.96,-0.39,2.9,6.52,6.23,10.14,1.44,27.23,21.33,16.78,-5.69,28.27,10.09,13.43,10.1,39.88,20.06,23.6216185800286
1372.72,-0.14,3.08,1.63,12.7,-0.4,4.05,3.76,-5.43,4.7,5.47,18.54,10.93,-13.52,6.41,18.72,-6.23,-3.54,-2.76,-3.81,14.0644418819301
1315.06,0.16,3.25,0.21,2.8,11.46,3.37,10.17,0.46,8.54,5.58,11.11,18.28,-3.15,4.61,23.07,-10.44,-7.28,24.47,-9.42,6.81301018199878
1239.56,2.68,0.08,4.92,1.04,7.91,5.5,5.82,15.8,18.42,5.72,2.22,5.47,1.87,37.03,2.37,-1.75,24.69,40.76,24.11,10.4949077755351
1314.21,0.19,0.22,7.7,-0.05,11.81,16.06,-2.23,1.97,2.68,5.81,-4.45,21.49,4.22,10.77,14.61,8.3,10.78,34.23,-18.98,53.2913413530988
1219.05,2.28,0.89,0.79,-0.64,-1.12,2.89,17.79,3.66,18.07,-0.36,11.72,9.65,32.25,26.38,0.57,9.16,-7.04,29.01,50.48,8.17617749935199
1313.41,1.75,2.07,5.23,9.52,2.84,10.16,8.72,7.95,10.71,27.82,11.29,24.97,5.16,23.74,0.21,41.49,17.96,30.12,33.62,32.4125129508438
1310.17,0.78,3.47,-3.11,0.77,10.23,-1.51,-0.75,-1.47,10.45,1.1,10.87,28.15,19.59,18.31,-9.93,19.4,19.37,25.94,28.06,39.6035630782496
1431.35,2.45,1.05,5.02,3.43,17.06,10.25,8.92,16.29,0.76,4.47,23.89,31.01,10.57,-12.54,22.89,3.48,-23.75,-13.04,14.16,14.3956417984392
1352.61,1.04,6.16,0.15,9.36,14.11,15.48,6.49,6.71,-2.66,-2.76,15.35,21.96,32.91,21.92,-25.78,33.52,13.98,25.22,5.46,7.45953874358834
1242.29,0.09,1.22,3.01,5.44,7.8,8.2,1.67,-3.19,15.71,2.44,3.82,28.21,11.05,14.23,32.58,31.16,20.75,34.11,30.99,56.6184123598543
1289.68,0.09,2.4,6.83,1.49,7.94,3.97,6.1,1.54,25.89,10.69,26.51,8.92,-4.24,14.31,-1.34,31.81,7.4,40.72,75.15,33.3987608117907
1508.14,0.19,1.5,2.3,6.23,1.39,10.33,4.9,2.48,-4.03,3.2,26.89,9.5,-1.69,11.59,16.22,23.98,18.84,22.53,-4.38,25.5966642773479
1325.33,0.28,-0.42,2.91,-2.14,0.55,7.88,17.67,4.04,0.69,-1.92,-3.25,3.24,13.04,1.41,15.35,32.98,33.93,9.78,27.63,36.990649941829
1297.18,3.32,-0.37,0.49,-4.33,3.46,-2.55,4.97,7.64,9.46,16.38,6.87,17.94,20.02,13.93,23.07,5.72,32.12,2.4,23.02,7.12824290223978
1325.21,2.48,-0.83,3.97,3.08,1.69,4.75,-1.93,11.35,-6.71,37.34,6.06,17.65,21.24,15.76,-1.22,28.54,30.1,37.22,13.19,5.52160432106248
1313.75,1.46,1.46,2.24,3.57,2.7,3.46,13.22,0.06,3.28,5.72,4.97,-15.66,0.88,12.32,-14.09,4.63,35.9,-7.01,44.22,10.5542463200647
1316.17,0.5,5.16,4.84,8.83,3.2,11.86,-0.65,6.53,9.78,11.65,15.05,19.35,-1.97,4.61,27.01,-6.95,28.43,6,10.55,43.122520887176
1374.9,0.66,0.36,2.48,10.22,5.29,5.98,1.34,-0.43,15.18,17.03,23.86,1.42,28.03,5.17,10.68,21.21,24.21,10.96,29.81,44.0070633507021
1501.23,0,3.02,0.05,4.89,10.46,8.89,13.6,18.12,0.21,12.61,27.69,43.63,3.78,35.57,6.59,20.93,13.45,21.01,44.22,-6.91044696761309
1489.93,0.85,0.11,-2.18,5.86,-10.41,15.1,14.5,-8.74,11.35,19.21,27.85,24.93,17.32,22.98,9.62,-11.37,2.75,32.27,20.6,-5.20228359742744
1302.02,-0.17,-0.34,0.89,2.15,6.6,12.16,18.32,20.83,13.9,-0.66,12.63,16.32,-3.16,7.78,19.33,17.5,7.56,14.07,-6.81,22.1566880140999
1329.04,0.74,5.52,2.82,-1.51,2.25,3.22,0.97,10.22,8.36,0.82,12.54,19.71,-0.14,23.79,-9.8,23.01,24.88,18.7,9.07,25.5785947043403
1257.13,0.31,2.01,0.23,9.42,18.07,6.23,5.88,5.58,16.2,4.58,0.68,16.9,28.87,-16.56,29.61,68.53,26.82,-6.1,-0.2,-9.75793898816569
1288.78,1.77,3.06,12.27,2.29,6.01,12.49,1.05,18.73,-2.94,24.45,-1.2,19.36,33.11,16.6,18.84,38.56,22,27.53,-10.34,19.1041905293633
1356.37,3.11,0.97,6.01,8.01,-2.96,12.67,10.44,23.83,-7.18,20.01,18.12,27.77,20.75,1.39,19.75,24.11,32.04,30.14,35.15,37.3935063211068
1323.14,0.39,0.56,5.35,-0.9,-1.55,-1.67,1.04,8.06,0.45,30.04,1.7,-2.33,-6.41,28.2,20.48,33.84,-2.3,49.25,1.38,10.8487532295815
1332.86,1.59,-2.01,-0.81,5.82,4.92,6.54,9.76,21.67,13.35,8.51,16.93,13.69,14.63,18.92,6.22,14.93,67.13,26.36,27.52,14.618269035939
1479.47,1.5,2.23,6.69,0.57,1.03,6.11,3.85,3.11,11.95,9.36,27.16,9.04,21.89,46.47,7.57,24.24,25.15,15.88,41.5,15.8761833234762
1221.09,0.8,3.35,5.04,-2.86,8.17,4.26,-0.19,10.38,23.55,5.88,14.49,12.42,-13.52,16.62,8.64,21.34,11.85,63.83,6.97,17.0409035882848
1262.52,1.05,3.28,5.48,-1.63,5.1,8.18,8.02,2.79,3.19,18.37,3.66,23.69,10.1,26.51,2.25,0.06,35.17,-17.64,8.75,29.269731593934
1267.81,0.52,-3.14,1.29,11.53,-1.97,22.17,5.01,-5.37,16.42,-3.55,12.16,8.66,-12.38,38.83,23.2,26.36,36.62,22.35,35.42,39.086205043553
1371.59,1.8,3.31,10,1.49,-1,13.31,0.32,6.03,-4.25,20.67,17.21,6.08,9.31,6,16.63,37.46,13.73,9.43,24.06,58.1910756934204
1740.63,0.31,5.08,6.94,2.8,6.02,2.89,18.66,5.17,14.16,4.6,36.53,4.06,26.35,14.77,-30.3,25.65,-12.82,1.8,22.76,24.0854597052779
1284.52,1.59,2.53,6.24,1.01,4.03,8.77,12.68,21.16,16.16,-0.58,-0.44,22.46,23.88,19.82,7.48,-9.93,-8.36,0.51,45.81,32.8318906546267
1186.52,3,2.52,4.04,9.18,8.25,1.3,8.83,9.19,25.57,-6.49,15.36,5.41,-0.19,24.82,-10.51,13.03,12.19,-6.41,15.41,13.8313707311199
1304.54,1.04,-2.5,4.14,13.37,12.24,4.86,2.69,15.09,-0.12,2.65,13.71,17.01,-2.02,-0.71,3.57,-1.19,-12.29,13.43,11.78,-0.0522193461551304
1327.11,2.15,-1.79,-0.1,10.49,5.17,3.6,5.95,9.85,8.7,18.99,4.18,17.19,4.38,4.54,13.87,2.5,28.02,23.42,39.02,21.6582591949891
1193.05,0.83,1.85,-3.9,5.88,0.83,-4.49,16.01,14.19,23.05,-0.14,-5.57,9.24,19.38,10.7,16.67,22.54,13.5,42.06,5.09,21.6781977960494
1434.77,1.03,2.68,5.49,1.64,9.58,7.1,-0.59,15.68,5.67,2.49,25.2,18.74,25.01,-1.57,-7.44,42.1,4.16,45.52,23.06,37.900724490782
1410.05,1.25,1.37,5.36,2.22,8.06,4.32,5.99,-0.42,7.36,18.96,22.8,-3.77,19.43,28.37,12.57,36.42,25.59,12.46,5.58,-23.4102452408339
1271.97,0.58,4.68,2.58,10.06,-5.48,3.81,20.86,1.76,11.85,0.45,1.88,11.56,18.42,12.74,13.02,1.5,12.85,26.43,48.11,44.5656949320573
1285.85,1.65,0.63,4.29,3.22,6.29,-0.52,7.21,-1.22,0.74,12.44,0.82,-0.03,10.55,20.81,8.74,26.08,5.36,34.17,8.59,20.3627529152049
1237.93,1.32,2.95,4.26,4.03,-4.26,4.44,3.51,8.68,21.25,5.98,16.49,20.48,14.6,2.84,36.64,3.8,24.92,12.12,-13.76,-11.343100654311
1293.13,2.71,1.07,4.01,0.17,-8.37,0.13,0.94,1.49,-7.64,-1.56,-2.55,4.93,-0.88,45.13,1.66,15.13,-3.58,48.41,-7.88,-12.0209952294542
1275.14,2.42,6.08,2.08,2.34,13.89,7.81,-2.13,3.69,12.81,-9.48,7.79,3.12,14.88,14.93,22.98,44.94,30.25,-10.66,43.79,35.4747126103383
1240.05,0.58,4.08,4.28,5,8.5,3.88,0.88,-1.02,18.51,16.63,5.28,18.52,6.51,48.84,-0.79,44.3,40.12,5.97,-5.25,23.6447343169978
1303.98,-0.08,4.47,5.54,3.92,-1.25,4.77,3.49,1.79,4.23,3.9,13.23,-7.75,-0.19,25.34,10.1,8.11,29.53,-13.4,14.05,-3.14932714641524
1310.92,0.39,0.69,2.2,4.72,2.93,3.84,11.38,14.04,-8.54,16.63,9.97,11.95,-2.65,16.31,24.89,15.2,41.97,8.32,2.77,38.3318262249655
1349.3,1.02,0.65,1.06,5.61,4.18,8.78,9.57,6.3,-9.22,6.21,17.24,19.29,12.32,9.33,10.3,19.78,7.38,18.6,28.35,27.1505595716467
1300.89,-0.42,5.96,0.88,0.95,7.54,-3.93,8.35,16.35,-0.71,25.78,-9.87,6.43,-13.93,2.96,27.35,28.9,35.21,19.3,24.37,2.00846985804187
1328.22,0.52,-0.27,2.32,3.91,0.92,12.91,10.25,2.76,8.46,3.44,13.88,32.67,13.88,36.86,8.63,15.56,8.79,20.41,31.34,9.79545169170777
1610.93,1.16,1.25,-0.18,3.3,1.88,16.91,23.97,19.49,12.3,3.34,32.32,21.55,0.07,34.88,24.87,23.98,10.32,18.12,57.19,4.19053121639854
1235.02,0.58,3.09,2.34,2.31,4.45,21.32,1.91,3.41,17.52,18.34,3.88,11.36,19.42,21.27,11.08,15.18,-21.36,38.01,7.82,-14.2647488738815
1243.75,0.1,-0.68,5.77,3.99,2.68,-5.55,16.47,12.61,-1.22,8.47,-17.8,21.74,23.51,15.26,37.61,-8.64,-2.57,-10.54,-9.36,27.091474612389
1298.77,1.49,0.35,1.33,5.49,10.14,1.95,6.71,1.41,17.27,32.43,16.03,-3.68,3.66,18.41,3.93,-4.11,15.3,5.06,25.31,-18.4620702976175
1375.09,0.77,0.67,-0.86,-4.29,-0.47,11.02,9.01,-3.47,7.45,10.38,19.01,-2.08,12.14,27.82,21.71,56.66,13.14,34.26,12.93,1.89682040656037
1240.29,0.3,2.48,1.15,2.31,3.11,13.01,11.67,15,20.43,20.48,15.67,17.48,16.85,-1.25,33.19,31.5,16.73,-19.33,46.32,-1.83691988304773
1335.57,0.3,-1.56,3.82,3.6,-0.38,4.88,12.43,-7.52,-7.83,12.24,17.32,14.57,17.42,22.4,0.82,21.97,7.44,24.35,41.91,20.2867411531101
1285.31,1.04,-1.03,3.45,-3.83,9.74,3.39,6.72,6.49,15.29,5.43,13.33,10.74,9.16,20.86,8.84,26.97,7.19,58.71,23.5,45.4104961855825
1601.41,1.82,-0.64,2.62,3.52,9.52,7.13,28.47,21.36,0.15,-3.61,30.59,12.8,25.07,-4.08,4.44,16.4,-7.75,21.98,44.82,12.3423195433055
1295.68,1.46,-0.73,0.04,7.29,1.97,1.25,2.69,6.29,6.32,-2.43,2.21,23.74,20.84,3.95,-8.64,34.98,37.7,32.83,28.76,9.55051222746473
1314.85,-0.13,-0.17,1,3.19,4.01,-3.59,14.21,6.87,5.22,12.5,9.28,-1.68,17.18,13.66,11.34,22.41,11.44,-12.16,33.21,26.7786334473993
1317.15,2.07,3.63,3.82,6.24,6.28,-1,11.47,1.91,3.96,-12.07,5.53,34.55,-2.33,-15.33,-2.84,-5.69,22.61,29.31,-19.27,11.2609436356201
1294.5,1.43,1.36,5.62,4.78,13.05,-4.63,16.9,12.52,13.9,-1.18,-5,27.09,28.03,24.79,-5.11,30.43,49.36,-7.61,-17.22,22.3428588120796
1313.39,-0.02,0.66,0.47,3.71,-4.53,8.62,16.5,8.68,8.17,4.48,-2.68,14.93,28.29,6.47,-0.54,-1.65,11.57,38.18,0.45,9.32730770682041
1281.25,0.25,2.34,5.01,3.21,-1.11,11.41,5.97,11.53,19.24,3.72,14.22,6.5,13.89,28.07,17.93,15.47,32.16,4.26,40.3,44.0940930213955
1363.44,2.34,1.3,-0.39,3.88,6.3,10.34,13.72,17.37,7.83,6.4,17.1,38.22,-2.65,1.3,12.73,27.38,12.07,19.67,19.26,28.399747598608
1344.44,0.44,0.85,10.89,0.39,6.75,6.52,8.13,8.59,-8.17,1.47,9.79,-5.75,5.53,19.27,-13.21,28.52,43.44,62.15,20.71,44.2600514262316
1508.21,-0.25,1.35,5.11,12.73,-0.69,7.75,3.35,4.36,2.35,11.45,27.63,13.09,26.58,18.09,37.45,48.87,34.8,4.16,28.81,14.2799017784178
1535.74,0.26,2.32,9.85,-0.03,0.79,14.01,-2.44,-8.14,14.79,8.33,30.49,24.41,25.7,8.84,23.36,24.03,-0.1,20.74,17.24,42.2792191200223
1277.71,2.25,2.91,1.32,10.05,3.55,12.33,0.22,24.61,11.37,7.86,3.74,-3.11,9.37,36.88,16.55,7.79,47.22,53.39,16.28,0.44884245600737
1132.09,-0.01,0.43,1.43,5.81,6.1,14.3,9.17,12.06,26.28,5.73,-0.89,16.44,20.43,26.2,-4.1,1.67,3.62,-2.28,15.68,36.1359382863888
1290.14,-0.54,2.57,0.12,3.66,6.86,2.54,-2.71,-6.72,4.15,18.32,4.85,8.8,-6.13,5.07,3.2,12.07,42.5,16.47,41.16,18.9767639926023
1318.87,0.45,4.95,3.24,12.18,7.36,-9.77,5.28,17.97,-4.65,-5.02,13.4,8.62,6.87,16.92,30.91,28.53,19.46,39.44,34.94,32.2027945416288
1302.57,0.93,1.16,4.3,1.75,5.61,3.85,0.66,1.25,3.62,10.01,5.42,28.43,-2.39,-5.03,32.88,25.55,22.54,6.81,6.95,13.8200902436556
1287.64,1.2,4.23,0.56,1.93,0.77,6.12,1.83,4.86,14.33,-11.41,9.75,-7.49,20.57,15.53,5.75,19.74,-4.57,6.12,-0.14,21.8625573070951
1430.87,2.8,4.02,-0.49,-2.21,9.92,15.73,19.78,2.28,21.43,-2.28,27.66,14.24,15.52,12.34,3.04,16.82,-1.29,25.61,31.17,16.2087576709454
1320.34,1.18,-0.55,6.28,6.73,-1.8,-0.09,-1.84,11.88,-3.76,18.8,-2.37,10.63,17.12,36.46,24.7,24.69,2.11,31.66,6.62,33.7023899279257
1310.97,0.8,0.83,1.76,12.81,7.07,-7.17,5.91,18.17,12.88,6.48,-0.05,43.21,14.46,4.98,20.17,31.41,3.51,-4.89,50.09,60.9679811515077
1307.69,0.76,2.8,3.42,6.14,-1.02,0.1,3.84,12.86,12.69,-6.79,12.23,22.22,28.96,17.76,6.74,50.7,-2.24,48.71,26.72,29.7493153738054
1320.48,1.32,0.21,6.21,1.52,6.28,2.61,7.18,-0.19,-0.29,18.11,4.96,14.32,2.43,21.91,10.04,-9.36,11.14,-2.63,27.87,11.5057806496542
1284.61,2.53,3.71,-1.51,3.66,0.21,2.06,7.48,6.82,7.6,8.4,-12.26,18.28,23.05,4.6,26.76,14.15,20.1,1.11,-15.3,14.5936621948076
1313,-1.05,1.64,2.86,1.11,-5.52,5.42,14.22,13.83,12.61,24.57,5.38,10.7,13.03,22.75,-3.76,-4.47,32.58,13.55,67.27,7.18660634467725
1367.07,-0.43,3.26,3.99,0.3,1.1,-0.04,-1.88,18.18,4.91,4.87,20.17,-7.91,27.1,19.2,1.9,45.37,27.68,32.11,33.23,-8.26427080080437
1247.55,1.08,5.92,-4.26,-3.21,5.71,9.08,2.07,-12.24,9.6,0.08,4.41,-2.59,22.68,45.75,16.04,19.46,12.11,23.24,28.05,47.8534559862967
1296.33,1.75,4.04,5.18,7.1,3.44,0.81,4.5,8.05,4.11,20.26,10.58,19.34,1.1,9.46,14.46,33.73,27.81,-23.37,33.04,18.8173903792384
1257.38,0.76,4.83,6.65,-3.69,16.33,0.62,12.55,10.46,15.74,-3.53,12.43,-8.28,4.34,9.67,7.49,14.19,22.86,-1.25,21.12,-3.20592683548405
1283.33,1.85,2.2,8.14,1.6,1.77,6.54,5.6,2.78,12.41,8.77,2.85,-9.99,12.45,11.56,7.67,0.24,18.33,-2.44,10.69,3.01083675540406
1288.94,-0.74,2.77,3.12,3.34,-1.53,-2.4,-3.62,12.07,6.01,12.19,5.89,14.59,-16.69,5.45,5.01,4.99,24.98,58.08,-3.44,-1.59803358092923
1299.47,0.42,3.74,1.95,6.26,8.62,1.42,11.42,22.02,15.91,14.49,18.74,9.79,13.86,23.21,12.81,13.73,2.68,12.2,33.79,21.1455796308952
1412.91,0.3,4.53,1.04,6.34,-3.41,1.85,8.77,-3.56,2.44,-8.84,22.76,7.4,22.44,-3.76,32,-13.5,1.96,15.99,40.41,20.0950721168155
1370.27,0.99,0.47,0.28,7.76,-4.76,4.22,11.43,6.45,4.47,0.6,18.16,3.09,13.85,17,40.72,11.75,-7.91,31.75,17.69,32.303477543834
1319.61,0.54,0.65,9.5,0.11,16.15,14.9,1.55,8.85,8.16,2.98,10.59,24.97,20.72,32.62,22.44,-4.78,21.25,12.51,23.2,13.0056199094456
1425.94,1.51,4.48,3.44,-5.64,6.41,-0.81,1.82,8.13,12.7,13.39,24.79,17.19,19.79,27.01,20.36,-14.38,8.76,57.53,13.23,12.9005576960231
1280.14,2.31,3.6,2.15,6.72,1.47,-6.12,13.15,16.34,11.66,2.66,0.73,12.54,23.13,32.75,2,7.57,9.4,38.78,12.5,29.0777229539609
1246.65,1.81,-1.67,5.84,4.48,4.12,6.27,9.97,14.4,20.93,4.32,11.5,-6.4,-1.12,19.83,28.81,-10.44,2.94,14.25,5.73,11.691521763128
1336.69,0.08,1.39,2.27,2.14,4.3,7.3,4.06,0.17,3.78,17.64,16.54,1.03,12.81,-10.03,50.02,8.45,27.32,-2.19,28.49,46.2697927384779
1384.47,-0.27,1.49,-2.72,5.74,4.85,-2.4,7.67,6.55,-0.54,9.87,21.64,14.49,-9.08,11.87,31.5,17.45,30.65,1.22,18.64,1.04594347845993
1345.89,2.12,0.67,5.53,7.01,0.26,13.78,17.48,10.52,1.61,32.8,5.24,24.14,4.14,-4.43,-0.22,1.13,-13.03,49,21.33,90.7042777097078
1331.16,0.34,-0.17,4.03,9.52,-0.59,12.92,13.65,3.77,-3.46,-9.25,14.35,9.63,17.06,8.65,-2.01,-17.85,30.92,-6.87,24.37,57.8885368177095
1339.16,0.59,0.55,-2.6,8.11,7.5,-5.35,-0.95,6.16,-0.6,-10.19,13.12,38.2,15.46,7.42,16.27,15.57,13.12,22.42,-6.03,8.76311160546141
1256.71,0.04,3.06,0.61,1.63,6.16,0.47,2.75,19.5,17.01,22.42,8.48,3.17,19.32,2.28,1.63,47.76,33.59,5.58,51.47,7.93501561447954
1299,0.69,0.11,2.64,3.56,7.43,-6.73,16.62,18.32,-6.86,4.04,-9.43,24.16,2.29,-9.28,32.51,16.07,31.25,35.12,8.84,31.7613018355472
1808.42,2.31,-3.67,-2.73,1.79,0.82,10.36,2.48,9.88,8.22,-9.04,37.72,7.58,-23.73,0.71,10.35,64.46,-3.28,-8.82,53.53,45.8833156956035
1302.75,0.45,1.41,3.26,13.65,2.65,8.64,6.53,7.13,2.62,5.47,9.09,-9.07,21.73,-14.79,12.44,21.19,25.6,17.21,30.73,46.4908696768106
1307.35,1.81,1.62,2.45,4.67,0.63,1.44,16.2,19.23,0.83,1.66,12.77,14.51,42.23,21.49,18.53,34.59,14.1,2.15,2.55,47.0682749905875
1337.52,2.23,-1.51,4.7,4.54,8.58,9.13,17.25,4.97,17.79,6.43,19.73,19.82,25.39,3.91,8.28,6.74,26.98,40.58,5.84,35.833014651548
1281.99,0.64,0.32,3.69,3.95,1.77,-2.73,11.25,19.95,13.02,4.05,10.56,9.69,-8.3,35.06,5.53,24.91,15.01,12.01,24.38,-0.37605988001588
1200.65,-1.1,0.63,-0.1,6.09,0.01,9.08,7.71,16.64,22.76,-4.24,5.79,1.83,-10.64,26.49,8.11,20.9,-33.94,-2.93,12.87,-18.3133406322889
1380.92,0.31,3.76,-0.88,6.6,7.84,12.8,4.14,19.53,0.04,13.15,22.33,10.17,5.05,45.79,12.1,15.46,-9.56,9.04,19.36,15.4791113540639
1304.26,2.21,1.24,0.77,5.82,4.91,11.44,1.71,9.48,3.34,8.21,12.91,44.94,17.74,7.35,8.6,21.01,-28.27,26.6,2.53,21.6782355325425
1267.7,0.89,-1.32,0.77,7.94,6.21,8.32,8.4,11.67,13.36,-7.48,5.31,7.37,22.25,21.44,6.88,29.67,14.6,25.51,53.35,30.1122551710754
1260.57,1.65,1.55,1.33,0.06,11.05,6.86,20.42,13.16,18.46,-1.36,12.5,13.11,16.66,15.44,19.8,25.16,11.19,32.2,29.01,22.7502650266452
1300.49,-0.34,2.57,-0.68,8.87,15.28,7.23,25.27,3.42,15.19,21.96,-2.24,-4.93,17.45,26.94,40.16,20.42,-3.59,8.86,6.03,20.8570044729378
1372.86,1.23,2.94,1.86,3.99,1.33,11.74,-4.39,6.04,-3.21,18.97,18.75,19.42,-12.21,16.74,13.34,6.31,13.63,2.06,20.9,47.540194069678
1394.07,0.32,4.17,-3.85,4.06,-5.19,6.73,5.51,3.59,-1.42,20.19,21.72,26.78,-2.96,22.42,0.93,15.18,31.32,-5.08,14.78,21.3360092095871
1295.64,0.04,2.07,5.39,8.27,11.44,-1.64,3.2,26.62,-9.06,20.3,1.01,0.24,21.17,4.02,10.91,21.93,17.46,-7.22,24.71,35.6860234172102
1192.15,1.06,1.73,-1.45,8.21,-4.08,2.97,2.83,5.22,23.29,33.88,12.7,-4.37,33.62,8.95,16.7,18.93,-4.71,11.18,13.96,70.9843757858287
1316.9,2.99,-0.33,2.04,3.89,-1.05,3.19,7.34,-4.73,7.64,30.1,14.04,32.46,20.65,12,-3.82,23.15,8.2,32.14,47.49,38.8907807064233
1229.76,1.08,5.05,-1.25,5.63,5.61,6.81,4.31,8.81,22.32,4.72,15.71,16.3,27.67,13.48,-1.96,-0.37,24.36,29.62,31.58,-7.72958699238307
1250.29,0.64,2.41,2.88,-1.38,2.24,-0.94,8.55,3.91,17.22,-5.24,-11.67,5.77,10.56,10.53,21.56,9.06,42.41,15.39,20.3,14.7099412265009
1285.38,2.07,1.3,7.73,5.74,8.09,3.66,13.03,12.37,18.56,9.32,17.8,-3.91,-9.36,21.57,16.89,18.33,15.13,40.55,29.7,-21.4656422913151
1385.88,1.8,2.57,1.87,6.75,-1.27,5.14,3.25,15.22,15.52,10.25,22.12,21.61,-5.62,-16.44,-30.08,31.1,24.93,17.41,24.17,13.3824313313426
1330.28,-0.57,2.88,6.75,7.8,6.81,9.63,5.83,10.46,0.69,-1.61,12.63,10.51,29.2,3.12,16.33,21.99,23.26,18.24,13.92,66.3416570566925
1317.1,0.65,3.03,2.23,2.64,5.8,-10.43,6.12,10.21,7.14,10.73,-4.11,26,6.97,12.78,15.53,24.36,2.96,-12.45,14.93,-0.230956845383989
1293.6,1.34,-0.88,-2.3,7.63,3.79,9.16,5.17,11.03,-0.86,12.28,8.39,-4.2,10.68,9.82,29.07,-3.54,18.28,2.63,39.24,21.9583461330776
1479.05,1.79,0.83,1.31,5.02,-2.15,4.59,19.54,3.76,3.04,-0.22,25.62,8.67,1.55,30.32,-27.7,11.39,14.46,13.54,18.76,53.5812904275206
1274.51,0.21,5.59,1,-4.21,6.48,12.36,10.74,0.27,0.05,3.67,7.34,16.5,11.6,12.56,26.34,20.79,31.48,36.24,-11.1,26.8960020716409
1316.37,2.01,0.61,4.15,9.28,5.42,-5.53,8.8,10.41,10.93,5.63,13.97,20.97,-3.52,10.46,11.51,-35.17,8.24,8.48,-3.15,1.16692665507585
1507.71,1.51,2.91,1.63,1.63,1.79,10.25,0.63,6.76,11.12,7.26,28.01,14.17,28.18,-3.83,1.26,-10.67,-0.2,29.2,13.04,13.5089492087604
1084.69,2.12,-0.73,5.3,6.54,1.47,3.57,8.18,3.23,28.79,19.43,10.34,13.45,-22.55,32.75,31.44,33.65,33.35,20.33,5.66,13.489436220131
